index,timestamp,open,high,low,close
0,2019-01-01 22:00:00+00:00,1.14695,1.14708,1.14644,1.1468
1,2019-01-01 23:00:00+00:00,1.14679,1.14705,1.14621,1.14622
2,2019-01-02 00:00:00+00:00,1.14622,1.14638,1.14554,1.14573
